Subject,Question
Chemistry,Atmospheric in different are as : & ; & ; & ; & ; & ; p & ; in N / m & ; 2 & ; 1 . 01 & ;?& ; 10 & ; 5 & ; 1 . 2 & ;?& ; 10 & ; 5 & ; 1 . 02 & ;?& ; 10 & ; 5 & ; 1 . 21 & ;?& ; 10 & ; 5 & ; Consider the above data and mark the place at which liquid will boil first .
Chemistry,Which curve in Fig .& ; 5 . 2 & ; the curve of ideal gas ?
Chemistry,How does the surface tension of a liquid vary with increase in temperature ?
Chemistry,Increase in kinetic energy can overcome intermolecular of attraction . How will the viscosity of liquid be affected by the increase in temperature ?
Chemistry,The pressure of a & ; 1 & ;:& ; 4 & ; mixture of dihydrogen and in a vessel is one atmosphere . What would be the partial pressure of ?
Chemistry,"Under which of the following two applied together , a gas most from the ideal behaviour ?"
Chemistry,With regard to the gaseous state of matter which of the following are correct ?
Chemistry,Which of the following decrease the pressure of water kept in a sealed vessel ?
Chemistry,Which of the following does not represent 1 mole of gas at ?
Chemistry,Thermodynamics is not concerned about
Chemistry,"In an adiabatic process , no transfer of heat place between system and surroundings . Choose the correct option for free expansion of an ideal gas under adiabatic condition from the following ."
Chemistry,The state of a gas can be by the relationship between
Chemistry,"complete combustion of one mole of butane ,& ; 2658 & ;& ; k & ; J & ; of heat is . The thermochemical reaction for above change is"
Chemistry,Which of the following is not correct ?
Chemistry,Which of the following is correct ?
Chemistry,The volume of gas is reduced to half from its original volume . The specific heat will be
Chemistry,"On the basis of thermochemical ( a ), ( b ) and ( c ), out which of the given in ( 1 ) to ( ) is correct .( a )& ; C & ;( graphite )& ;+& ; O & ; 2 & ;(& ;& ; g & ;)& ;?& ; C & ; O & ; 2 & ;(& ;& ; g & ;)& ;;& ;?& ; r & ; H & ;=& ; x & ; k & ; J & ; m & ; o & ; l & ;?& ; 1 & ;( b )& ; C & ;( graphite )& ;+& ; 1 & ; 2 & ; O & ; 2 & ;(& ;& ; g & ;)& ;?& ; C & ; O & ;(& ; g & ;)& ;;& ;?& ; r & ; H & ;=& ; y & ;& ; k & ; J & ;& ; m & ; o & ; l & ;?& ; 1 & ;( c )& ; C & ; O & ;(& ; g & ;)& ;+& ; 1 & ; 2 & ; O & ; 2 & ;(& ;& ; g & ;)& ;?& ; C & ; O & ; 2 & ;(& ;& ; g & ;)& ;;& ;?& ; r & ; H & ;=& ; z & ;& ; k & ; J & ;& ; m & ; o & ; l & ;?& ; 1 & ;"
Chemistry,The pressure - volume work for an ideal gas can be calculated by the expression & ; w & ;=& ;?& ;?& ; V & ; t & ; v & ; f & ; p & ; e & ; x & ; d & ; V & ;.& ; The work can also be calculated from the & ; p & ;& ; V & ;?& ; plot by the area under the curve within the . When an ideal gas is compressed ( a ) reversibly or ( b ) irreversibly from volume & ; V & ; t & ; to & ; V & ; f & ;.& ; choose the correct option .
Chemistry,Enthalpy of sublimation of a substance is equal to
Chemistry,"The entropy change can be calculated by the expression & ;?& ; S & ;=& ; q & ; rev & ; T & ;. When water in a glass beaker , choose the correct statement amongst the following :"
Chemistry,?& ; f & ; U & ;?& ; of formation of & ; C & ; H & ; 4 & ;(& ;& ; g & ;)& ; at certain temperature is & ;?& ; 393 & ;& ; k & ; J & ;& ; m & ; o & ; l & ;?& ; 1 & ;.& ; The value of & ;?& ; f & ; H & ;?& ; is
Chemistry,The of in their standard are taken as zero . The enthalpy of formation of a compound
Chemistry,"Consider the given below . On the basis of these find out which of the in ( 1 ) to ( ) is correct ?( a )& ; C & ;(& ; g & ;)& ;+& ; 4 & ; H & ;(& ; g & ;)& ;?& ; C & ; H & ; 4 & ;(& ;& ; g & ;)& ;;& ;?& ; r & ; H & ;=& ; x & ; k & ; J & ; m & ; o & ; l & ;?& ; 1 & ;( b )& ; C & ;( graphite , s )& ;+& ; 2 & ; H & ; 2 & ;(& ;& ; g & ;)& ;?& ; C & ; H & ; 4 & ;(& ;& ; g & ;)& ;;& ;?& ; r & ; H & ;=& ; y & ;& ; k & ; J & ;& ; m & ; o & ; l & ;?& ; 1 & ;"
Chemistry,"For an ideal gas , the work of reversible expansion under isothermal condition can be calculated by the expression & ; w & ;=& ;?& ; n & ; R & ; T & ; & ;?& ; V & ; f & ; V & ; 1 & ; A sample & ; 1 . 0 & ;& ; m & ; o & ; l & ; of an ideal gas is expanded isothermally and reversibly to ten times of its original volume , in two separate . The expansion is out at & ; 300 & ;& ; K & ; and at & ; 600 & ;& ; K & ; respectively . Choose the correct option ."
Chemistry,Consider the following reaction between zinc and oxygen and choose the correct out of the given below : 2 & ; Z & ; n & ;(& ; s & ;)& ;+& ; O & ; 2 & ;(& ; g & ;)& ;?& ; 2 & ; Z & ; n & ; O & ;(& ; s & ;)& ;;& ;& ;?& ; H & ;=& ;?& ; 693 . 8 & ;& ; k & ; J & ;& ; m & ; o & ; l & ;?& ; 1 & ;
Chemistry,"In an exothermic reaction , heat is , and system heat to the surrounding . For such system"
Chemistry,Thermodynamics mainly with
Chemistry,"The spontaneity , the potential to proceed without the assistance of external agency . The which occur spontaneously are"
Chemistry,We know that the relationship between & ; K & ; c & ; and & ; K & ; p & ; & ; p & ;=& ; K & ; c & ;(& ; R & ; T & ;)& ;?& ; n & ; What would be the value of & ;?& ; n & ; for the & ; H & ; 4 & ; C & ; l & ;(& ; s & ;)& ;?& ; N & ; H & ; 3 & ;(& ;& ; g & ;)& ;+& ; H & ; C & ; l & ;(& ; g & ;)
Chemistry,What will be the value of & ; p & ; H & ; of & ; 0 . 01 & ;& ; m & ; o & ; l & ; d & ; m & ;?& ; 3 & ; C & ; H & ; 3 & ; C & ; O & ; O & ; H & ;(& ; K & ; s & ;=& ; 1 . 74 & ;?& ; 10 & ;?& ; 5 & ;)& ;?& ;& ;
Chemistry,Which of the following will be correct for the stage of half completion of the reaction & ; A & ;?& ; B & ;
Chemistry,Acidity of & ; B & ; F & ; 3 & ; can be on the basis of which of the following ?
Chemistry,"For the reaction & ; H & ; 2 & ;(& ;& ; g & ;)& ;+& ; I & ; 2 & ;(& ;& ; g & ;)& ;?& ; 2 & ; H & ; I & ;(& ; g & ;)& ;, the standard free energy is & ;?& ; G & ;?& ;& ;& ; 0 & ; The equilibrium constant (& ; K & ;) would be"
Chemistry,"P & ; C & ; l & ; 5 & ;,& ; P & ; C & ; l & ; 3 & ; and & ; C & ; l & ; 2 & ; are at equilibrium at & ; 500 & ;& ; K & ; in a closed container and their are & ; 0 . 8 & ;?& ; 10 & ;?& ; 3 & ;& ; m & ; o & ; l & ;& ; L & ;?& ; 1 & ;,& ; 1 . 2 & ;?& ; 10 & ;?& ; 3 & ;& ; m & ; o & ; l & ;& ; L & ;?& ; 1 & ; and & ; 1 . 2 & ;?& ; 10 & ;?& ; 3 & ;& ; m & ; o & ; l & ;& ; L & ;?& ; 1 & ; respectively . The value of & ; K & ; c & ; for the reaction & ; P & ; C & ; l & ; 5 & ;(& ;& ; g & ;)& ;?& ; P & ; C & ; l & ; 3 & ;(& ;& ; g & ;)& ;+& ; C & ; l & ; 2 & ;(& ;& ; g & ;)& ; will be"
Chemistry,Which of the following is incorrect ?
Chemistry,"The constant of an acid ,& ; K & ; a & ;, is the measure of strength of an acid . The & ; K & ; a & ; of acetic acid , hypochlorous acid and formic acid are & ; 1 . 74 & ;?& ; 10 & ;?& ; 5 & ;,& ; 3 . 0 & ;?& ; 10 & ;?& ; 8 & ; and & ; 1 . 8 & ;?& ; 10 & ;?& ; 4 & ; respectively . Which of the following of & ; p & ; H & ; of & ; 0 . 1 & ;& ; m & ; o & ; l & ; d & ; m & ;?& ; 3 & ; of these is correct ?"
Chemistry,"The of neutral water at & ; 25 & ;?& ; C & ; is & ; 7 . 0 & ;. As the temperature , of water , however , the concentration of & ; H & ;+& ; and & ; O & ; H & ;?& ; are equal . What will be the & ; p & ; H & ; of pure water at & ; 60 & ;?& ; C & ;?"
Chemistry,"At & ; 500 & ;& ; K & ;, constant ,& ; K & ; c & ;, for the following reaction is 5 . 1 & ; 2 & ; H & ; 2 & ;(& ; g & ;)& ;+& ; 1 & ; 2 & ; I & ; 2 & ;(& ;& ; g & ;)& ;?& ; H & ; I & ;(& ; g & ;) What would be the equilibrium constant & ; K & ; c & ; for the reaction2 & ; H & ; I & ;(& ; g & ;)& ;?& ; H & ; 2 & ;(& ;& ; g & ;)& ;+& ; I & ; 2 & ;(& ;& ; g & ;)"
Chemistry,Which of the following is not a general characteristic of physical ?
Chemistry,"K & ; a & ; 1 & ;,& ; K & ; a & ; 2 & ; and & ; K & ; a & ; 3 & ; are the respective for the following . H & ; 2 & ;& ; S & ;?& ; H & ;+& ;+& ; H & ; S & ;?& ; H & ; S & ;?& ;?& ; H & ;+& ;+& ; S & ; 2 & ;?& ; H & ; 2 & ;& ; S & ;?& ; 2 & ; H & ;+& ;+& ; S & ; 2 & ;?& ; The correct relationship between & ; K & ; a & ; 1 & ;,& ; K & ; a & ; 2 & ; and & ; K & ; a & ; 3 & ; is"
Chemistry,Which of the following will produce a buffer solution when mixed in equal ?
Chemistry,In which of the following is silver chloride most soluble ?
Chemistry,"In which of the following , the equilibrium remains unaffected on addition of small amount of argon at constant volume ?"
Chemistry,"On increasing the pressure , in which direction will the gas phase reaction proceed to re - establish equilibrium , is by the ' s principle . Consider the reaction . N & ; 2 & ;(& ;& ; g & ;)& ;+& ; 3 & ; H & ; 2 & ;(& ;& ; g & ;)& ;?& ; 2 & ; N & ; H & ; 3 & ;(& ;& ; g & ;) Which of the following is correct , if the total pressure at which the is established , is without the temperature ?"
Chemistry,K & ; a & ; for & ; C & ; H & ; 3 & ; C & ; O & ; O & ; H & ; is & ; 1 . 8 & ;?& ; 10 & ;?& ; 5 & ; and & ; K & ; b & ; for & ; N & ; H & ; 4 & ; O & ; H & ; is & ; 1 . 8 & ;?& ; 10 & ;?& ; 5 & ;.& ; The & ; p & ; H & ; of ammonium acetate will be
Chemistry,"When hydrochloric acid is added to cobalt nitrate solution at room temperature , the following reaction place and the reaction mixture becomes blue . On cooling the mixture it becomes pink . On the basis of this information mark the correct answer .[& ; C & ; o & ;(& ; H & ; 2 & ; O & ;)& ; 6 & ;]& ; 3 & ;+& ;(& ; a & ; q & ;)& ;+& ; 4 & ; C & ; l & ;?& ;(& ; a & ; q & ;)& ;?& ;[& ; C & ; o & ; C & ; l & ; 4 & ;]& ; 2 & ;?& ;(& ; a & ; q & ;)& ;+& ; 6 & ; H & ; 2 & ; O & ;(& ; l & ;)& ;& ;( pink )& ;"
Chemistry,"What will be the correct order of pressure of water , acetone and ether at & ; 30 & ;?& ; C & ;. Given that among these , water maximum boiling point and ether minimum boiling point ?"
Chemistry,Which of the following represent increasing oxidation number of the central atom ?
Chemistry,The oxidation number of an element in a compound is on the basis of certain . Which of the following is not correct in this respect ?
Chemistry,Which of the following is not an example of redox reaction ?
Chemistry,Thiosulphate differently with and bromine in the given below : 2 & ;& ; S & ; 2 & ; O & ; 3 & ; 2 & ;?& ;+& ; I & ; 2 & ;?& ; S & ; 4 & ; O & ; 6 & ; 2 & ;?& ;+& ; 2 & ; I & ;?& ; S & ; 2 & ; O & ; 3 & ; 2 & ;?& ;+& ; 2 & ; B & ; r & ; 2 & ;+& ; 5 & ; H & ; 2 & ; O & ;?& ; 2 & ; S & ; O & ; 4 & ; 2 & ;?& ;+& ; 2 & ; B & ; r & ;?& ;+& ; 10 & ; H & ;+& ; Which of the following the above dual behaviour of thiosulphate ?
Chemistry,The oxidation number by an element on its outer electronic configuration . With which of the following outer electronic the element will exhibit oxidation number ?
Chemistry,Which of the following does not show disproportionation tendency ?
Chemistry,E & ;?& ; of some redox are given below . On the basis of these choose the correct option . E & ;?& ; :& ; B & ; r & ; 2 & ;/& ; B & ; r & ;?& ;=& ;+& ; 1 . 90 & ;;& ; A & ; g & ;+& ;/& ; A & ; g & ;(& ; s & ;)& ;=& ;+& ; 0 . 80 & ; C & ; u & ; 2 & ;+& ;/& ; C & ; u & ;(& ; s & ;)& ;=& ;+& ; 0 . 34 & ;;& ; I & ; 2 & ;(& ;& ; s & ;)& ;/& ; I & ;?& ;=& ;+& ; 0 . 54 & ;
Chemistry,Identify disproportionation reaction
Chemistry,"The more positive the value of & ; E & ;?& ;, the greater is the tendency of the to get reduced . the standard electrode potential of redox given below find out which of the following is the agent . E & ;?& ; :& ; F & ; e & ; 3 & ;+& ;/& ; F & ; e & ; 2 & ;+& ;& ;=& ;+& ; 0 . 77 & ;;& ; I & ; 2 & ;(& ;& ; s & ;)& ;/& ; I & ;=& ;+& ; 0 . 54 & ; C & ; u & ; 2 & ;+& ;/& ; C & ; u & ;& ;=& ;+& ; 0 . 34 & ;;& ; A & ; g & ;+& ;/& ; A & ; g & ;=& ;+& ; 0 . 80 & ;& ; V & ;"
Chemistry,"In which of the following , an element two different oxidation ."
Chemistry,"the standard electrode , find out the pair between which redox reaction is not feasible . E & ;?& ; :& ; F & ; e & ; 3 & ;+& ;/& ; F & ; e & ; 2 & ;+& ;=& ;+& ; 0 . 77 & ;;& ; I & ; 2 & ;/& ; I & ;=& ;+& ; 0 . 54 & ;& ; C & ; u & ; 2 & ;+& ;/& ; C & ; u & ;=& ;+& ; 0 . 34 & ;;& ; A & ; g & ;+& ;/& ; A & ; g & ;=& ;+& ; 0 . 80 & ;& ; V & ;"
Chemistry,the correct statement ( s ) in relation to the following reaction : Z & ; n & ;+& ; 2 & ; H & ; C & ; l & ;?& ; Z & ; n & ; C & ; l & ; 2 & ;+& ; H & ; 2 & ;
Chemistry,Identify the correct with reference to the given & ; 4 & ;+& ; 3 & ; O & ; H & ;?& ;+& ; 3 & ; H & ; 2 & ; O & ;?& ; P & ; H & ; 3 & ;+& ; 3 & ; H & ; 2 & ; P & ; O & ; 2 & ;?& ;
Chemistry,Which of the following statement ( s ) is / are not true about the following decomposition reaction . 2 & ; K & ; C & ; l & ; O & ; 3 & ;?& ; 2 & ; K & ; C & ; l & ;+& ; 3 & ; O & ; 2 & ;
Chemistry,The exhibition of oxidation by an element is also related to the outer orbital electronic configuration of its atom . Atom ( s ) which of the following outermost electronic will exhibit more than one oxidation state in its .
Chemistry,"Which of the following will act as , when connected to Standard Hydrogen Electrode ?"
Chemistry,Hydrogen in many for which several are responsible . Of the following which one is most important in this respect ?
Chemistry,peroxide is
Chemistry,Consider the ( A )& ; H & ; 2 & ; O & ; 2 & ;+& ; 2 & ; H & ; I & ;?& ; I & ; 2 & ;+& ; 2 & ; H & ; 2 & ; O & ;( B )& ; H & ; O & ; C & ; l & ;+& ; H & ; 2 & ; O & ; 2 & ;?& ; H & ; 3 & ; O & ;+& ;+& ; C & ; l & ;?& ;+& ; O & ; 2 & ; Which of the following is correct about & ; H & ; 2 & ; O & ; 2 & ; with reference to these ? Hydrogen is
Chemistry,Which of the following is electron - precise hydride ?
Chemistry,Which of the following production of dihydrogen from synthesis gas ?
Chemistry,Which of the following will cause hardness in water sample ?
Chemistry,Why does & ; H & ;+& ; ion always get associated with other or ?
Chemistry,Which of the following equation reducing nature of & ; H & ; 2 & ; O & ; 2 & ;?
Chemistry,"When sodium peroxide is with dilute sulphuric acid , we get"
Chemistry,"Metal are ionic , covalent or molecular in nature . Among , , , , , the correct order of increasing ionic character is"
Chemistry,"Radioactive emit & ; & ;,& ;?& ; and & ;?& ; and are by their . The radioactive isotope of hydrogen is"
Chemistry,Hydrogen peroxide is by the electrolysis of
Chemistry,Which of the following is an example of use of water gas in the synthesis of other ?
Chemistry,The oxide that & ; H & ; 2 & ; O & ; 2 & ; on treatment with dilute & ; H & ; 2 & ; S & ; O & ; 4 & ; is -
Chemistry,Which of the following depict the nature of & ; H & ; 2 & ; O & ; 2 & ;?
Chemistry,Which of the following is used for water softening ?
